auc,train_balance,test_balance,n_test,model,fold,seed,shift
0.3687423687423688,0.41567164179104477,0.65,60,baseline_xgb,14,1,0.23432835820895526
0.8125,0.41567164179104477,0.65,30,transformer_finbert,14,2,0.23432835820895526
0.3626373626373626,0.41567164179104477,0.65,60,baseline_xgb,14,2,0.23432835820895526
0.9583333333333334,0.41567164179104477,0.65,30,transformer_finbert,14,3,0.23432835820895526
0.3907203907203907,0.41567164179104477,0.65,60,baseline_xgb,14,3,0.23432835820895526
0.6111111111111112,0.41567164179104477,0.65,30,transformer_finbert,14,4,0.23432835820895526
0.4053724053724054,0.41567164179104477,0.65,60,baseline_xgb,14,4,0.23432835820895526
0.7430555555555556,0.41567164179104477,0.65,30,transformer_finbert,14,5,0.23432835820895526
0.42002442002442003,0.41567164179104477,0.65,60,baseline_xgb,14,5,0.23432835820895526
0.4652777777777778,0.41567164179104477,0.65,30,transformer_finbert,14,6,0.23432835820895526
0.3504273504273504,0.41567164179104477,0.65,60,baseline_xgb,14,6,0.23432835820895526
0.7083333333333334,0.41567164179104477,0.65,30,transformer_finbert,14,7,0.23432835820895526
0.36507936507936506,0.41567164179104477,0.65,60,baseline_xgb,14,7,0.23432835820895526
1.0,0.41567164179104477,0.65,30,transformer_finbert,14,8,0.23432835820895526
0.3846153846153846,0.41567164179104477,0.65,60,baseline_xgb,14,8,0.23432835820895526
0.45833333333333337,0.41567164179104477,0.65,30,transformer_finbert,14,9,0.23432835820895526
0.40048840048840056,0.41567164179104477,0.65,60,baseline_xgb,14,9,0.23432835820895526
0.8472222222222221,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,0,-0.1626190476190476
0.42045454545454547,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,0,-0.1626190476190476
0.8333333333333333,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,1,-0.1626190476190476
0.41051136363636365,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,1,-0.1626190476190476
0.6944444444444443,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,2,-0.1626190476190476
0.4147727272727273,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,2,-0.1626190476190476
0.7824074074074073,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,3,-0.1626190476190476
0.453125,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,3,-0.1626190476190476
0.16203703703703703,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,4,-0.1626190476190476
0.43607954545454547,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,4,-0.1626190476190476
0.5740740740740741,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,5,-0.1626190476190476
0.4176136363636364,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,5,-0.1626190476190476
0.8796296296296295,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,6,-0.1626190476190476
0.40198863636363635,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,6,-0.1626190476190476
0.8472222222222221,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,7,-0.1626190476190476
0.4389204545454546,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,7,-0.1626190476190476
0.8472222222222221,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,8,-0.1626190476190476
0.43607954545454547,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,8,-0.1626190476190476
0.8425925925925924,0.42928571428571427,0.26666666666666666,30,transformer_finbert,15,9,-0.1626190476190476
0.4133522727272727,0.42928571428571427,0.26666666666666666,60,baseline_xgb,15,9,-0.1626190476190476
0.6307977736549165,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,0,0.37831050228310503
0.6623376623376624,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,1,0.37831050228310503
0.673469387755102,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,2,0.37831050228310503
0.6623376623376623,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,3,0.37831050228310503
0.6586270871985158,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,4,0.37831050228310503
0.6419294990723561,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,5,0.37831050228310503
0.6159554730983302,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,6,0.37831050228310503
0.6289424860853432,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,7,0.37831050228310503
0.5788497217068646,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,8,0.37831050228310503
0.5955473098330241,0.4383561643835616,0.8166666666666667,60,baseline_xgb,16,9,0.37831050228310503
0.14814814814814814,0.43157894736842106,0.6166666666666667,30,transformer_finbert,17,0,0.18508771929824563
0.7450058754406581,0.43157894736842106,0.6166666666666667,60,baseline_xgb,17,0,0.18508771929824563
0.8148148148148148,0.43157894736842106,0.6166666666666667,30,transformer_finbert,17,1,0.18508771929824563
0.7978848413631022,0.43157894736842106,0.6166666666666667,60,baseline_xgb,17,1,0.18508771929824563
0.162037037037037,0.43157894736842106,0.6166666666666667,30,transformer_finbert,17,2,0.18508771929824563
