auc,train_balance,val_balance,test_balance,n_test,ticker,model,fold,seed,shift
0.3625,0.655,0.8,0.5555555555555556,90,PETR4,baseline_xgb,0,0,-0.09944444444444445
0.43345543345543347,0.655,0.8,0.5555555555555556,60,PETR4,transformer_finbert,0,1,-0.09944444444444445
0.33999999999999997,0.655,0.8,0.5555555555555556,90,PETR4,baseline_xgb,0,1,-0.09944444444444445
0.7118437118437119,0.655,0.8,0.5555555555555556,60,PETR4,transformer_finbert,0,2,-0.09944444444444445
0.34950000000000003,0.655,0.8,0.5555555555555556,90,PETR4,baseline_xgb,0,2,-0.09944444444444445
0.6239316239316238,0.655,0.8,0.5555555555555556,60,PETR4,transformer_finbert,0,3,-0.09944444444444445
0.347,0.655,0.8,0.5555555555555556,90,PETR4,baseline_xgb,0,3,-0.09944444444444445
0.684981684981685,0.655,0.8,0.5555555555555556,60,PETR4,transformer_finbert,0,4,-0.09944444444444445
0.34950000000000003,0.655,0.8,0.5555555555555556,90,PETR4,baseline_xgb,0,4,-0.09944444444444445
0.4074074074074074,0.6739130434782609,0.5555555555555556,0.4111111111111111,60,PETR4,transformer_finbert,1,0,-0.26280193236714977
0.6511983681795003,0.6739130434782609,0.5555555555555556,0.4111111111111111,90,PETR4,baseline_xgb,1,0,-0.26280193236714977
0.5347222222222223,0.6739130434782609,0.5555555555555556,0.4111111111111111,60,PETR4,transformer_finbert,1,1,-0.26280193236714977
0.6698113207547169,0.6739130434782609,0.5555555555555556,0.4111111111111111,90,PETR4,baseline_xgb,1,1,-0.26280193236714977
0.5208333333333334,0.6739130434782609,0.5555555555555556,0.4111111111111111,60,PETR4,transformer_finbert,1,2,-0.26280193236714977
0.7113717491075982,0.6739130434782609,0.5555555555555556,0.4111111111111111,90,PETR4,baseline_xgb,1,2,-0.26280193236714977
0.40625,0.6739130434782609,0.5555555555555556,0.4111111111111111,60,PETR4,transformer_finbert,1,3,-0.26280193236714977
0.6478837327893932,0.6739130434782609,0.5555555555555556,0.4111111111111111,90,PETR4,baseline_xgb,1,3,-0.26280193236714977
0.47685185185185186,0.6739130434782609,0.5555555555555556,0.4111111111111111,60,PETR4,transformer_finbert,1,4,-0.26280193236714977
0.652473227944926,0.6739130434782609,0.5555555555555556,0.4111111111111111,90,PETR4,baseline_xgb,1,4,-0.26280193236714977
0.7522321428571428,0.6602564102564102,0.4111111111111111,0.6,60,PETR4,transformer_finbert,2,0,-0.060256410256410264
0.8829732510288066,0.6602564102564102,0.4111111111111111,0.6,90,PETR4,baseline_xgb,2,0,-0.060256410256410264
0.22433035714285715,0.6602564102564102,0.4111111111111111,0.6,60,PETR4,transformer_finbert,2,1,-0.060256410256410264
0.8531378600823045,0.6602564102564102,0.4111111111111111,0.6,90,PETR4,baseline_xgb,2,1,-0.060256410256410264
0.2488839285714286,0.6602564102564102,0.4111111111111111,0.6,60,PETR4,transformer_finbert,2,2,-0.060256410256410264
0.8479938271604938,0.6602564102564102,0.4111111111111111,0.6,90,PETR4,baseline_xgb,2,2,-0.060256410256410264
0.16964285714285715,0.6602564102564102,0.4111111111111111,0.6,60,PETR4,transformer_finbert,2,3,-0.060256410256410264
